State,Year,Month,Assembly_no,Constituency_no,Position,Name_of_Candidate,Sex,Party,Votes,Age,Candidate_type,Total_valid_votes,Total Electors,Constituency_name,Constituency_type,total no of candidates,Turnout perecntage,Vote_share_percentage
Karnataka,2013,5,9,125,15,APSAR PASHA,M,IND,161,40,GEN,139045,191175,CHIKMAGALUR,GEN,15,72.73,0.12
Karnataka,2013,5,9,125,5,APSAR PASHA,M,NCP,801,50,GEN,139045,191175,CHIKMAGALUR,GEN,15,72.73,0.58
Karnataka,2013,5,9,125,3,S L DHARME GOWDA,M,JD(S),24913,57,GEN,139045,191175,CHIKMAGALUR,GEN,15,72.73,17.92
Karnataka,2013,5,9,125,2,K S SHANTHE GOWDA,M,INC,47695,57,GEN,139045,191175,CHIKMAGALUR,GEN,15,72.73,34.3
Karnataka,2013,5,9,126,15,B.R PARAMESHA NAIK,M,IND,278,29,SC,124727,159977,TARIKERE,GEN,16,77.97,0.22
Karnataka,2013,5,9,126,11,T.S SURESHA,M,IND,608,42,GEN,124727,159977,TARIKERE,GEN,16,77.97,0.49
Karnataka,2013,5,9,126,12,K MANJUNATHA,M,BSRCP,600,44,SC,124727,159977,TARIKERE,GEN,16,77.97,0.48
Karnataka,2013,5,9,126,4,T.R NAGARAJ,M,JD(S),8421,65,GEN,124727,159977,TARIKERE,GEN,16,77.97,6.75
Karnataka,2013,5,9,126,2,D.S SURESH,M,KJP,34918,45,GEN,124727,159977,TARIKERE,GEN,16,77.97,28
Karnataka,2013,5,9,126,10,H.P ASHOKA,M,IND,795,34,GEN,124727,159977,TARIKERE,GEN,16,77.97,0.64
Karnataka,2013,5,9,126,14,H.S NEELAKANTAPPA HOSURU,M,IND,318,37,GEN,124727,159977,TARIKERE,GEN,16,77.97,0.25
Karnataka,2013,5,9,126,6,DORANALU SURESH,M,SKP,2116,36,GEN,124727,159977,TARIKERE,GEN,16,77.97,1.7
Karnataka,2013,5,9,126,3,H.M GOPI KRISHNA,M,IND,34554,38,GEN,124727,159977,TARIKERE,GEN,16,77.97,27.7
Karnataka,2013,5,9,126,7,THEERTHAPPA,M,IND,978,39,GEN,124727,159977,TARIKERE,GEN,16,77.97,0.78
Karnataka,2013,5,9,126,8,DEVARAJU T.S,M,SAJP,881,51,GEN,124727,159977,TARIKERE,GEN,16,77.97,0.71
Karnataka,2013,5,9,126,5,AVINASH T.J,M,BJP,2989,39,GEN,124727,159977,TARIKERE,GEN,16,77.97,2.4
Karnataka,2013,5,9,126,9,JAYARAMU V,M,IND,839,73,SC,124727,159977,TARIKERE,GEN,16,77.97,0.67
Karnataka,2013,5,9,126,13,NEELAKANTAPPA B.R,M,IND,415,67,GEN,124727,159977,TARIKERE,GEN,16,77.97,0.33
Karnataka,2013,5,9,126,1,G.H SRINIVASA,M,INC,35817,45,GEN,124727,159977,TARIKERE,GEN,16,77.97,28.72
Karnataka,2013,5,9,126,16,SURESHA A,M,IND,200,31,GEN,124727,159977,TARIKERE,GEN,16,77.97,0.16
Karnataka,2013,5,9,127,4,BIRUR DEVARAJ,M,BJP,9332,55,GEN,141538,182892,KADUR,GEN,9,77.39,6.59
Karnataka,2013,5,9,127,2,BELLI PRAKASH,M,KJP,26300,48,GEN,141538,182892,KADUR,GEN,9,77.39,18.58
Karnataka,2013,5,9,127,3,K.B.MALLIKARJUNA,M,INC,24745,62,GEN,141538,182892,KADUR,GEN,9,77.39,17.48
Karnataka,2013,5,9,127,8,K.R.GANGADHARAPPA,M,IND,632,60,SC,141538,182892,KADUR,GEN,9,77.39,0.45
Karnataka,2013,5,9,127,9,KUMARANAIK T.B.,M,IND,479,35,SC,141538,182892,KADUR,GEN,9,77.39,0.34
Karnataka,2013,5,9,127,7,K.H.NAGARAJU,M,IND,1829,34,GEN,141538,182892,KADUR,GEN,9,77.39,1.29
Karnataka,2013,5,9,127,1,Y.S.V.DATTA,M,JD(S),68733,59,GEN,141538,182892,KADUR,GEN,9,77.39,48.56
Karnataka,2013,5,9,127,5,K.M.KEMPARAJU,M,BSRCP,7309,59,GEN,141538,182892,KADUR,GEN,9,77.39,5.16
Karnataka,2013,5,9,127,6,B.M.MADHU,M,LSP,2179,31,GEN,141538,182892,KADUR,GEN,9,77.39,1.54
Karnataka,2013,5,9,128,8,RAMACHANDRAIAH BARAGURU,M,IND,1648,54,SC,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,1.02
Karnataka,2013,5,9,128,2,J.C.MADHUSWAMY,M,KJP,49620,60,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,30.85
Karnataka,2013,5,9,128,3,K.S.KIRANA KUMAR,M,BJP,29150,49,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,18.13
Karnataka,2013,5,9,128,6,CAPTAIN SOMASHEKAR,M,BSP,1743,55,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,1.08
Karnataka,2013,5,9,128,5,KENKERE SATHISH,M,KRRS,2086,42,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,1.3
Karnataka,2013,5,9,128,4,SATHISH SASALU,M,INC,10344,33,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,6.43
Karnataka,2013,5,9,128,11,HANUMANTHARAMANAYAK,M,WPOI,1019,30,SC,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,0.63
Karnataka,2013,5,9,128,7,C.M.MANJULA NAGARAJU,F,IND,1725,45,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,1.07
Karnataka,2013,5,9,128,10,G.PRAKASH,M,JD(U),1108,35,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,0.69
Karnataka,2013,5,9,128,9,DEVARAJU K.L,M,BSRCP,1624,39,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,1.01
Karnataka,2013,5,9,128,1,C.B.SURESHBABU,M,JD(S),60759,42,GEN,160826,198417,CHIKNAYAKANHALLI,GEN,11,81.05,37.78
Karnataka,2013,5,9,129,10,LINGADAHALLI RAJASHEKARA,M,IND,354,43,GEN,140253,171491,TIPTUR,GEN,10,81.78,0.25
Karnataka,2013,5,9,129,5,VEERABHADRAIAH M.C.,M,IND,880,42,GEN,140253,171491,TIPTUR,GEN,10,81.78,0.63
Karnataka,2013,5,9,129,4,M.LINGARAJU (JAKKANAHALLI),M,JD(S),6104,39,GEN,140253,171491,TIPTUR,GEN,10,81.78,4.35
Karnataka,2013,5,9,129,1,K.SHADAKSHARI,M,INC,56817,64,GEN,140253,171491,TIPTUR,GEN,10,81.78,40.51
Karnataka,2013,5,9,129,3,LOKESHWARA,M,KJP,28667,55,GEN,140253,171491,TIPTUR,GEN,10,81.78,20.44
Karnataka,2013,5,9,129,7,SUDHARSHAN K.G,M,BSRCP,504,45,SC,140253,171491,TIPTUR,GEN,10,81.78,0.36
Karnataka,2013,5,9,129,2,B.C.NAGESH,M,BJP,45215,53,GEN,140253,171491,TIPTUR,GEN,10,81.78,32.24
Karnataka,2013,5,9,129,8,H.L.MOHANKUMAR,M,IND,450,33,GEN,140253,171491,TIPTUR,GEN,10,81.78,0.32
Karnataka,2013,5,9,129,9,L.P.YADUNANDANA,M,IND,415,49,GEN,140253,171491,TIPTUR,GEN,10,81.78,0.3
Karnataka,2013,5,9,129,6,ABDULWAKEEL,M,BSP,847,43,GEN,140253,171491,TIPTUR,GEN,10,81.78,0.6
Karnataka,2013,5,9,130,10,D.G.GOPALAIAH,M,BSP,472,43,SC,140074,176017,TURUVEKERE,GEN,12,79.58,0.34
Karnataka,2013,5,9,130,12,N.C.PRAKASH,M,IND,390,43,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,0.28
Karnataka,2013,5,9,130,3,GEETHA RAJANNA,F,INC,7513,32,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,5.36
Karnataka,2013,5,9,130,11,D.K.THIMMEGOWDA,M,IND,399,63,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,0.28
Karnataka,2013,5,9,130,1,M.T.KRISHNAPPA,M,JD(S),66089,62,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,47.18
Karnataka,2013,5,9,130,2,MASALA JAYARAM,M,KJP,57164,45,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,40.81
Karnataka,2013,5,9,130,4,B.K.SOMASHEKARA,M,BJP,3542,45,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,2.53
Karnataka,2013,5,9,130,5,SHIVAKUMAR,M,IND,1121,43,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,0.8
Karnataka,2013,5,9,130,9,H.MAHESHA,M,IND,722,53,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,0.52
Karnataka,2013,5,9,130,7,M. T. KRISHNAPPA,M,IND,851,65,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,0.61
Karnataka,2013,5,9,130,8,CHETHAN RANGANATH,M,IND,743,38,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,0.53
Karnataka,2013,5,9,130,6,RAJASHEKARA (HELICOPTER),M,BSRCP,1068,38,GEN,140074,176017,TURUVEKERE,GEN,12,79.58,0.76
Karnataka,2013,5,9,131,3,B.B. RAMASWAMYGOWDA,M,INC,33918,57,GEN,142545,170828,KUNIGAL,GEN,9,83.44,23.79
Karnataka,2013,5,9,131,1,D. NAGARAJAIAH,M,JD(S),44575,69,GEN,142545,170828,KUNIGAL,GEN,9,83.44,31.27
Karnataka,2013,5,9,131,9,N.R.LAKSHMINARAYANA,M,BSRCP,437,48,SC,142545,170828,KUNIGAL,GEN,9,83.44,0.31
Karnataka,2013,5,9,131,2,D.KRISHNAKUMAR,M,BJP,34943,56,GEN,142545,170828,KUNIGAL,GEN,9,83.44,24.51
Karnataka,2013,5,9,131,6,B.V. PRAKASH,M,KJP,1029,48,GEN,142545,170828,KUNIGAL,GEN,9,83.44,0.72
Karnataka,2013,5,9,131,4,C.N. RAVIKIRAN,M,IND,24604,39,GEN,142545,170828,KUNIGAL,GEN,9,83.44,17.26
Karnataka,2013,5,9,131,7,A.L. NANJAPPA,M,IND,926,55,GEN,142545,170828,KUNIGAL,GEN,9,83.44,0.65
Karnataka,2013,5,9,131,8,V.T. JAYARAM,M,IND,833,40,GEN,142545,170828,KUNIGAL,GEN,9,83.44,0.58
Karnataka,2013,5,9,131,5,DHANARAJ HERUR,M,RPI,1280,31,SC,142545,170828,KUNIGAL,GEN,9,83.44,0.9
Karnataka,2013,5,9,132,12,B.T. SUNANDA,F,JD(U),144,31,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.1
Karnataka,2013,5,9,132,10,SUHAS S.L.,M,IND,259,29,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.19
Karnataka,2013,5,9,132,14,TOUFEEQ ULLA KHAN,M,IND,78,47,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.06
Karnataka,2013,5,9,132,1,DR. RAFEEQ AHMED S.,M,INC,43681,45,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,31.58
Karnataka,2013,5,9,132,4,S. SHIVANNA(SOGADU),M,BJP,13159,66,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,9.51
Karnataka,2013,5,9,132,8,SHIVARAMAIAH,M,BSRCP,278,46,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.2
Karnataka,2013,5,9,132,9,RAJANIKANTH B.R.,M,IND,263,31,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.19
Karnataka,2013,5,9,132,11,M. SIDDALINGAIAH,M,IND,174,65,SC,138317,210384,TUMKUR CITY,GEN,14,65.75,0.13
Karnataka,2013,5,9,132,13,NANJEGOWDA R.,M,IND,131,35,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.09
Karnataka,2013,5,9,132,7,RAHAMATH SHARIFF,M,IND,505,30,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.37
Karnataka,2013,5,9,132,2,G.B. JYOTHI GANESH,M,KJP,40073,38,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,28.97
Karnataka,2013,5,9,132,3,N. GOVINDARAJU,M,JD(S),38322,48,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,27.71
Karnataka,2013,5,9,132,5,MOHAMMED SADIQ JAMEEL (BANU),M,SDPI,698,42,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.5
Karnataka,2013,5,9,132,6,SYED WAJID AHMED,M,IND,552,45,GEN,138317,210384,TUMKUR CITY,GEN,14,65.75,0.4
Karnataka,2013,5,9,133,10,MEHAR TAJ,F,IND,558,51,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.38
Karnataka,2013,5,9,133,7,B.H.KALAIAH,M,JD(U),935,70,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.64
Karnataka,2013,5,9,133,1,B.SURESH GOWDA,M,BJP,55029,48,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,37.5
Karnataka,2013,5,9,133,9,K.V.SRINIVAS KALKERE,M,IND,637,37,SC,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.43
Karnataka,2013,5,9,133,12,M.KUMBAIAH,M,BSRCP,497,55,SC,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.34
Karnataka,2013,5,9,133,11,LAKSHMI,F,IND,530,49,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.36
Karnataka,2013,5,9,133,6,SIDDARAMEGOWDA.T.B.,M,IND,1041,46,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.71
Karnataka,2013,5,9,133,5,N.GANGAIAH,M,BSP,1060,65,SC,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.72
Karnataka,2013,5,9,133,13,ANWAR,M,IND,410,57,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.28
Karnataka,2013,5,9,133,4,AUDITOR NAGARAJU YALACHAVADI,M,INC,8599,47,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,5.86
Karnataka,2013,5,9,133,3,H.NINGAPPA,M,KJP,22709,64,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,15.48
Karnataka,2013,5,9,133,8,VIJAYAKUMAR N.,M,IND,662,30,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.45
Karnataka,2013,5,9,133,15,D.LAKSHMAIAH,M,IND,263,37,SC,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.18
Karnataka,2013,5,9,133,2,GOWRISHANKAR.D.C.,M,JD(S),53457,36,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,36.43
Karnataka,2013,5,9,133,14,DATTATREYA.M.J.,M,IND,338,30,GEN,146725,175369,TUMKUR RURAL,GEN,15,83.67,0.23
Karnataka,2013,5,9,134,7,NARASIMHAMURTHY,M,IND,1100,47,SC,152242,181914,KORATAGERE,SC,13,83.69,0.72
Karnataka,2013,5,9,134,6,ANJANEYA,M,BSRCP,1265,52,SC,152242,181914,KORATAGERE,SC,13,83.69,0.83
Karnataka,2013,5,9,134,11,LAKSHMINARASAIAH,M,IND,482,47,SC,152242,181914,KORATAGERE,SC,13,83.69,0.32
Karnataka,2013,5,9,134,4,PEDDARAJU,M,BJP,3088,44,SC,152242,181914,KORATAGERE,SC,13,83.69,2.03
Karnataka,2013,5,9,134,5,M.L. SANTHOSH,M,IND,1388,34,SC,152242,181914,KORATAGERE,SC,13,83.69,0.91
Karnataka,2013,5,9,134,1,SUDHAKARA LAL .P.R,M,JD(S),72229,48,SC,152242,181914,KORATAGERE,SC,13,83.69,47.44
Karnataka,2013,5,9,134,8,BULLA SUBBARAO,M,BSP,989,69,SC,152242,181914,KORATAGERE,SC,13,83.69,0.65
Karnataka,2013,5,9,134,12,SHANTHAKUMAR. V,M,IND,454,36,SC,152242,181914,KORATAGERE,SC,13,83.69,0.3
Karnataka,2013,5,9,134,10,L. JANARDHANASWAMY,M,NPP,519,34,SC,152242,181914,KORATAGERE,SC,13,83.69,0.34
Karnataka,2013,5,9,134,13,MUTTURAJU. P.M,M,IND,369,38,SC,152242,181914,KORATAGERE,SC,13,83.69,0.24
Karnataka,2013,5,9,134,3,CHANDRAIAH (VAALE CHANDRAIAH),M,KJP,15738,47,SC,152242,181914,KORATAGERE,SC,13,83.69,10.34
Karnataka,2013,5,9,134,9,D. LALITHA KRISHNAMURTHY,F,IND,547,36,SC,152242,181914,KORATAGERE,SC,13,83.69,0.36
Karnataka,2013,5,9,134,2,DR. G.PARAMESHWARA,M,INC,54074,62,SC,152242,181914,KORATAGERE,SC,13,83.69,35.52
Karnataka,2013,5,9,135,5,G.K. HUCCHEGOWDA,M,BSRCP,2233,40,GEN,139659,167885,GUBBI,GEN,14,83.19,1.6
Karnataka,2013,5,9,135,1,S R SHRINIVAS (VASU),M,JD(S),58783,51,GEN,139659,167885,GUBBI,GEN,14,83.19,42.09
Karnataka,2013,5,9,135,10,LOKESH P.C,M,IND,569,29,GEN,139659,167885,GUBBI,GEN,14,83.19,0.41
Karnataka,2013,5,9,135,3,HONNAGIRIGOWDA,M,INC,18548,49,GEN,139659,167885,GUBBI,GEN,14,83.19,13.28
Karnataka,2013,5,9,135,4,NATARAJA SAGARANAHALLY,M,BJP,2396,50,GEN,139659,167885,GUBBI,GEN,14,83.19,1.72
Karnataka,2013,5,9,135,13,C P VIJAYAKUMAR CHELURU,M,IND,426,47,GEN,139659,167885,GUBBI,GEN,14,83.19,0.31
Karnataka,2013,5,9,135,7,H M UMESH,M,JD(U),767,41,GEN,139659,167885,GUBBI,GEN,14,83.19,0.55
Karnataka,2013,5,9,135,14,RAJANIKANTH B R,M,IND,320,31,SC,139659,167885,GUBBI,GEN,14,83.19,0.23
Karnataka,2013,5,9,135,8,A R SRINIVASAMURTHY,M,IND,669,37,ST,139659,167885,GUBBI,GEN,14,83.19,0.48
Karnataka,2013,5,9,135,12,GIRIYAPPA H.H,M,IND,483,43,SC,139659,167885,GUBBI,GEN,14,83.19,0.35
Karnataka,2013,5,9,135,2,G.N. BETTASWAMY,M,KJP,51539,54,GEN,139659,167885,GUBBI,GEN,14,83.19,36.9
Karnataka,2013,5,9,135,6,BETTASWAMY,M,IND,1798,40,GEN,139659,167885,GUBBI,GEN,14,83.19,1.29
Karnataka,2013,5,9,135,11,H.S.MALLIKARJUNAIAH,M,IND,545,37,GEN,139659,167885,GUBBI,GEN,14,83.19,0.39
Karnataka,2013,5,9,135,9,SHIVANNA MARANAHALLY,M,BSP,583,53,SC,139659,167885,GUBBI,GEN,14,83.19,0.42
Karnataka,2013,5,9,136,3,B K MANJUNATHA,M,BJP,18884,51,GEN,159445,201521,SIRA,GEN,13,79.12,11.84
Karnataka,2013,5,9,136,6,N RAJANNA,M,BSP,1090,48,SC,159445,201521,SIRA,GEN,13,79.12,0.68
Karnataka,2013,5,9,136,7,K.MUDALAGIRIYAPPA,M,BSRCP,766,51,GEN,159445,201521,SIRA,GEN,13,79.12,0.48
Karnataka,2013,5,9,136,11,R.JAYARAMAIAH,M,JD(U),340,66,GEN,159445,201521,SIRA,GEN,13,79.12,0.21
Karnataka,2013,5,9,136,1,T B JAYACHANDRA,M,INC,74089,64,GEN,159445,201521,SIRA,GEN,13,79.12,46.47
Karnataka,2013,5,9,136,12,SRINIVASA (SEENAPPA),M,LJP,330,28,SC,159445,201521,SIRA,GEN,13,79.12,0.21
Karnataka,2013,5,9,136,2,B.SATHYANARAYANA,M,JD(S),59408,60,GEN,159445,201521,SIRA,GEN,13,79.12,37.26
Karnataka,2013,5,9,136,13,MARUTHI,M,IND,261,64,GEN,159445,201521,SIRA,GEN,13,79.12,0.16
Karnataka,2013,5,9,136,4,SHASHI KUMAR.R,M,IND,1642,27,GEN,159445,201521,SIRA,GEN,13,79.12,1.03
Karnataka,2013,5,9,136,10,B.K.JAYACHANDRA,M,IND,354,34,GEN,159445,201521,SIRA,GEN,13,79.12,0.22
Karnataka,2013,5,9,136,8,B.A.MANJUNATHA,M,IND,471,44,GEN,159445,201521,SIRA,GEN,13,79.12,0.3
Karnataka,2013,5,9,136,5,INTHIYAZ AHAMED,M,KJP,1415,42,GEN,159445,201521,SIRA,GEN,13,79.12,0.89
Karnataka,2013,5,9,136,9,ERANNA.D.M,M,IND,395,26,GEN,159445,201521,SIRA,GEN,13,79.12,0.25
Karnataka,2013,5,9,137,3,G.V.VIJAYARAJ,M,BJP,5327,48,SC,145380,186168,PAVAGADA,SC,13,78.09,3.66
Karnataka,2013,5,9,137,4,UGRANARASIMHAPPA,M,BSRCP,1260,65,SC,145380,186168,PAVAGADA,SC,13,78.09,0.87
Karnataka,2013,5,9,137,9,MRUTHYUNJAYA,M,IND,501,32,SC,145380,186168,PAVAGADA,SC,13,78.09,0.34
Karnataka,2013,5,9,137,6,PAVAGADA SRIRAM,M,KJP,1229,42,SC,145380,186168,PAVAGADA,SC,13,78.09,0.85
Karnataka,2013,5,9,137,1,K.M.THIMMARAYAPPA,M,JD(S),68686,55,SC,145380,186168,PAVAGADA,SC,13,78.09,47.25
Karnataka,2013,5,9,137,7,HANUMANTHARAYA.O,M,IND,1072,26,SC,145380,186168,PAVAGADA,SC,13,78.09,0.74
Karnataka,2013,5,9,137,12,MADLETAPPA,M,IND,269,30,SC,145380,186168,PAVAGADA,SC,13,78.09,0.19
Karnataka,2013,5,9,137,13,GANGADHAR,M,IND,229,30,SC,145380,186168,PAVAGADA,SC,13,78.09,0.16
Karnataka,2013,5,9,137,2,H.V.VENKATESH,M,INC,63823,35,SC,145380,186168,PAVAGADA,SC,13,78.09,43.9
Karnataka,2013,5,9,137,10,K.VENKATESH,M,IND,431,33,SC,145380,186168,PAVAGADA,SC,13,78.09,0.3
Karnataka,2013,5,9,137,8,NAGARATHNAMMA,F,BSP,1045,59,SC,145380,186168,PAVAGADA,SC,13,78.09,0.72
Karnataka,2013,5,9,137,11,K.GOPALA,M,JD(U),272,38,SC,145380,186168,PAVAGADA,SC,13,78.09,0.19
Karnataka,2013,5,9,137,5,SEVENAIK (SHIVA),M,NCP,1236,44,SC,145380,186168,PAVAGADA,SC,13,78.09,0.85
Karnataka,2013,5,9,138,9,K.R.RAJANNA,M,IND,421,49,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.29
Karnataka,2013,5,9,138,6,B.SUMITRADEVI,F,BJP,1741,43,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,1.18
Karnataka,2013,5,9,138,18,THIPPANNA CHOWDARY . L.,M,IND,163,48,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.11
Karnataka,2013,5,9,138,19,G.NAGARAJA,M,IND,140,63,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.1
Karnataka,2013,5,9,138,2,M.V.VEERABHADRAIAH,M,JD(S),60659,58,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,41.18
Karnataka,2013,5,9,138,21,ADHINARAYANAPPA,M,IND,109,30,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.07
Karnataka,2013,5,9,138,12,M.N.VENUGOPALA RAO,M,IND,243,49,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.16
Karnataka,2013,5,9,138,13,YATHUGONAHALLI C.RANGASWAMY,M,IND,239,73,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.16
Karnataka,2013,5,9,138,7,MAHADEVAPPA. N.,M,IND,518,26,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.35
Karnataka,2013,5,9,138,15,S.H.BHASKAR (GOWDA),M,IND,186,47,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.13
Karnataka,2013,5,9,138,16,SANNEERAPPA,M,IND,177,50,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.12
Karnataka,2013,5,9,138,5,RAJANNA,M,IND,1929,51,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,1.31
Karnataka,2013,5,9,138,10,KRISHNAMURTHY M.R. (KRISHNA HALLIKAR),M,BSRCP,273,39,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.19
Karnataka,2013,5,9,138,17,K.SAROJAMMA,F,BDBRAJP,173,58,SC,147308,182546,MADHUGIRI,GEN,22,80.7,0.12
Karnataka,2013,5,9,138,14,RAMANJAIAH. L.,M,JD(U),197,46,SC,147308,182546,MADHUGIRI,GEN,22,80.7,0.13
Karnataka,2013,5,9,138,22,T.VENKATAREDDY,M,IND,87,43,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.06
Karnataka,2013,5,9,138,20,G.M.NAGARAJU,M,IND,110,36,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.07
Karnataka,2013,5,9,138,4,KORAMANGALA MUNIYAPPA,M,BSP,1992,51,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,1.35
Karnataka,2013,5,9,138,11,G.NAGENDRA,M,IND,252,38,SC,147308,182546,MADHUGIRI,GEN,22,80.7,0.17
Karnataka,2013,5,9,138,8,BHARATHESHA.M.R.,M,IND,430,45,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,0.29
Karnataka,2013,5,9,138,1,KYATASANDRA N.RAJANNA,M,INC,75086,62,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,50.97
Karnataka,2013,5,9,138,3,LAKSHMINARAYANA,M,IND,2183,66,GEN,147308,182546,MADHUGIRI,GEN,22,80.7,1.48
Karnataka,2013,5,9,139,4,S V ASHWATHANARAYANA REDDY,M,JD(S),10957,76,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,7.35
Karnataka,2013,5,9,139,9,RAJASHEKAR MADIGA,M,BSP,952,36,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.64
Karnataka,2013,5,9,139,7,SYED ABHUL KHASIM,M,IND,1702,29,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,1.14
Karnataka,2013,5,9,139,8,M RAMAKRISHNAIAH,M,PPOI,1105,44,SC,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.74
Karnataka,2013,5,9,139,16,SREERAMA REDDY,M,IND,215,43,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.14
Karnataka,2013,5,9,139,1,N H SHIVASHANKARA REDDY,M,INC,50131,59,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,33.61
Karnataka,2013,5,9,139,5,K SOMASHEKAR,M,BSRCP,3526,31,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,2.36
Karnataka,2013,5,9,139,2,K JAIPALA REDDY,M,IND,44056,35,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,29.53
Karnataka,2013,5,9,139,13,H N RAMAKRISHNA REDDY,M,IND,399,66,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.27
Karnataka,2013,5,9,139,10,H ANANDA KUMARA,M,IND,875,44,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.59
Karnataka,2013,5,9,139,14,N H SHIVASHANKARA REDDY,M,IND,305,37,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.2
Karnataka,2013,5,9,139,12,G N RAVI,M,IND,424,49,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.28
Karnataka,2013,5,9,139,3,N M RAVINARAYANA REDDY,M,BJP,31840,61,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,21.35
Karnataka,2013,5,9,139,11,C C ASHWATHAPPA,M,CPM,709,49,ST,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.48
Karnataka,2013,5,9,139,6,MURALIDAR P S,M,KJP,1735,49,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,1.16
Karnataka,2013,5,9,139,15,K V SADASHIVAIAH,M,JD(U),237,53,GEN,149168,186720,GAURIBIDANUR,GEN,16,79.89,0.16
